Title,Location,Price,Size,Listing_Type,Link
Unfurnished Monthly in Muscat Ghubrah,", Ghubrah, 920335XX",150 OMR,,For Rent,https://om.opensooq.com/en/search/265804241
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 988133XX",20 OMR,600.0,For Rent,https://om.opensooq.com/en/search/265804093
2 Bedrooms Chalet for Rent in Dhofar Salala,", Salala, 995444XX",85 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265803911
255 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 926482XX",30 OMR,255.0,For Rent,https://om.opensooq.com/en/search/265803419
22 m2 Studio Apartments for Rent in Dhofar Salala,", Salala, 920165XX",20 OMR,22.0,For Rent,https://om.opensooq.com/en/search/265802577
110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 711344XX",20 OMR,110.0,For Rent,https://om.opensooq.com/en/search/265746975
120 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,", Ghubrah, 940734XX",100 OMR,120.0,For Rent,https://om.opensooq.com/en/search/265800983
45 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 932417XX",40 OMR,45.0,For Rent,https://om.opensooq.com/en/search/265800595
‎ للإيجار في نزوى ( حي التراث ),", Nizwa, 941777XX",270 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265799911
300 m2 5 Bedrooms Villa for Rent in Dhofar Salala,", Salala, 917889XX",70 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265799545
120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 773574XX",40 OMR,120.0,For Rent,https://om.opensooq.com/en/search/265799279
Khareef Special  1BHK Villa w/ Private Pool & Garden  Beachside in Hawana Salalah,", Taqah, 762727XX",95 OMR,85.0,For Rent,https://om.opensooq.com/en/search/265744745
20 m2 1 Bedroom Apartments for Rent in Al Dhahirah Ibri,", Ibri, 923096XX",40 OMR,20.0,For Rent,https://om.opensooq.com/en/search/265798957
75 m2 1 Bedroom Apartments for Rent in Muscat Bosher,", Bosher, 904000XX",190 OMR,75.0,For Rent,https://om.opensooq.com/en/search/265799011
100 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,", Bosher, 904000XX",260 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265798951
90 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,", Bosher, 916000XX",220 OMR,90.0,For Rent,https://om.opensooq.com/en/search/265798817
محل للايجار في شارع مزون في الخوض السابعه في منطقه حيويه جدا- Shop for rent,", Al Khoud, 916000XX",600 OMR,57.0,For Rent,https://om.opensooq.com/en/search/265715981
للايجار محلات مميزه بمساحات متعدده ف مرتفعات غلا Shops for Rent different spaces,", Ghala, 916000XX",360 OMR,71.0,For Rent,https://om.opensooq.com/en/search/265716165
11111111 m2 1 Bedroom Apartments for Rent in Dhofar Taqah,", Taqah, 944795XX",20 OMR,11111111.0,For Rent,https://om.opensooq.com/en/search/265798203
5 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 949070XX",15 OMR,5.0,For Rent,https://om.opensooq.com/en/search/265394431
750 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,", Salala, 796777XX",25 OMR,750.0,For Rent,https://om.opensooq.com/en/search/265744047
3500 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 921114XX",35 OMR,3500.0,For Rent,https://om.opensooq.com/en/search/265743639
3 Bedrooms Chalet for Rent in Al Dakhiliya Other,", Other, 773475XX",40 OMR,350.0,For Rent,https://om.opensooq.com/en/search/265798361
220 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 945860XX",80 OMR,220.0,For Rent,https://om.opensooq.com/en/search/265743775
1111 m2 Studio Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 767799XX",20 OMR,1111.0,For Rent,https://om.opensooq.com/en/search/265743777
Furnished Monthly in Muscat Azaiba,", Azaiba, 933160XX",55 OMR,,For Rent,https://om.opensooq.com/en/search/265798191
3 Bedrooms Chalet for Rent in Al Batinah Barka,", Barka, 773355XX",40 OMR,400.0,For Rent,https://om.opensooq.com/en/search/265055591
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 767248XX",50 OMR,200.0,For Rent,https://om.opensooq.com/en/search/265742747
Furnished Daily in Dhofar Salala,", Salala, 949652XX",20 OMR,,For Rent,https://om.opensooq.com/en/search/264529663
250 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 957384XX",30 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265742635
42 m2 1 Bedroom Apartments for Rent in Al Batinah Barka,", Barka, 927817XX",130 OMR,42.0,For Rent,https://om.opensooq.com/en/search/265796373
Restaurant,", Salala, 986406XX","1,250 OMR",1100.0,For Rent,https://om.opensooq.com/en/search/265796063
4 Bedrooms Chalet for Rent in Dhofar Salala,", Salala, 979706XX",60 OMR,250.0,For Rent,https://om.opensooq.com/en/search/262866533
Room for renting,", Al Maabilah, 764504XX",60 OMR,,For Rent,https://om.opensooq.com/en/search/265795181
300 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 712523XX",20 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265794905
Room for rent  Barka souck,", Barka, 995620XX",60 OMR,,For Rent,https://om.opensooq.com/en/search/265794775
محل مواد بناء و كهرباء,", Amerat, 995604XX","3,500 OMR",11.0,For Rent,https://om.opensooq.com/en/search/265739819
85 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 980504XX",18 OMR,85.0,For Rent,https://om.opensooq.com/en/search/265793879
300 m2 3 Bedrooms Villa for Rent in Al Sharqiya Other,", Other, 773239XX",1 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265738351
3 Bedrooms Chalet for Rent in Al Batinah Barka,", Barka, 958252XX",50 OMR,500.0,For Rent,https://om.opensooq.com/en/search/265793129
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 923616XX",40 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265736943
200 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Other,", Other, 796245XX",25 OMR,200.0,For Rent,https://om.opensooq.com/en/search/265791599
95 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,", Bosher, 955422XX",25 OMR,95.0,For Rent,https://om.opensooq.com/en/search/265791671
معرض ومحلات موقع مميز بالخط الاول شارع النزهة مسقط مول ونيستو شارع حيوي وفي كل المركز والمحلات,", Al Maabilah, 938666XX",10 OMR,670.0,For Rent,https://om.opensooq.com/en/search/265467911
100 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,", Amerat, 945240XX",140 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265735019
200 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 989545XX",15 OMR,200.0,For Rent,https://om.opensooq.com/en/search/265789429
Furnished Daily in Muscat Al Maabilah,", Al Maabilah, 969054XX",15 OMR,,For Rent,https://om.opensooq.com/en/search/265787657
Suspicious two bed apartment for rent the wave,", Al Mouj, 996699XX",700 OMR,130.0,For Rent,https://om.opensooq.com/en/search/265787141
Furnished Yearly in Muscat Al Mawaleh,", Al Mawaleh, 925491XX",100 OMR,,For Rent,https://om.opensooq.com/en/search/265464075
450 m2 5 Bedrooms Townhouse for Rent in Muscat Al Maabilah,", Al Maabilah, 932314XX",250 OMR,450.0,For Rent,https://om.opensooq.com/en/search/265699653
100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 988334XX",10 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265784967
1 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 923832XX",Chat,1.0,For Rent,https://om.opensooq.com/en/search/265784687
Furnished Daily in Muscat Bosher,", Bosher, 786277XX",10 OMR,,For Rent,https://om.opensooq.com/en/search/265728299
Unfurnished Monthly in Muscat Al-Hail,", Al-Hail, 920335XX",145 OMR,,For Rent,https://om.opensooq.com/en/search/265784421
Furnished Monthly in Muscat Azaiba,", Azaiba, 920335XX",180 OMR,,For Rent,https://om.opensooq.com/en/search/265784077
Furnished Daily in Dhofar Salala,", Salala, 919407XX",15 OMR,,For Rent,https://om.opensooq.com/en/search/265783793
Furnished Monthly in Muscat Al Khuwair,", Al Khuwair, 920335XX",150 OMR,,For Rent,https://om.opensooq.com/en/search/265783621
20 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,", Sohar, 963057XX",70 OMR,20.0,For Rent,https://om.opensooq.com/en/search/265782819
300 m2 Studio Apartments for Rent in Dhofar Salala,", Salala, 933838XX",1 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265725491
3 محلات للايجار في محارة بركاء 3 shops for rent,", Barka, 995949XX",300 OMR,120.0,For Rent,https://om.opensooq.com/en/search/265782165
102 m2 3 Bedrooms Townhouse for Rent in Dhofar Other,", Other, 925589XX",1 OMR,102.0,For Rent,https://om.opensooq.com/en/search/265724443
2 bhk flat for rent in alkuwair,", Al Khuwair, 956846XX",250 OMR,1111.0,For Rent,https://om.opensooq.com/en/search/265781031
"Spacious Shop for Rent, Behind City Centre Al Seeb, Excellent Locationموالح جنوبية  مجمع مزايا",", Al Mawaleh, 962932XX",400 OMR,70.0,For Rent,https://om.opensooq.com/en/search/265780423
Furnished Daily in Dhofar Mirbat,", Mirbat, 929999XX",60 OMR,,For Rent,https://om.opensooq.com/en/search/265779943
1-BEDROOM APARTMENT [GU-231],", Ghubrah, 994629XX",250 OMR,1.0,For Rent,https://om.opensooq.com/en/search/265349875
4-BEDROOM TWIN VILLA [GU-230],", Ghubrah, 994629XX",700 OMR,1.0,For Rent,https://om.opensooq.com/en/search/265096579
Furnished Monthly in Muscat Al Khuwair,", Al Khuwair, 933582XX",240 OMR,,For Rent,https://om.opensooq.com/en/search/265772671
108 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,", Al Mawaleh, 997677XX",300 OMR,108.0,For Rent,https://om.opensooq.com/en/search/265762071
Unfurnished Monthly in Muscat Al Khuwair,", Al Khuwair, 933582XX",210 OMR,,For Rent,https://om.opensooq.com/en/search/265772275
Furnished Daily in Muscat Quriyat,", Quriyat, 960551XX",20 OMR,,For Rent,https://om.opensooq.com/en/search/265772199
300 m2 5 Bedrooms Villa for Rent in Muscat Bosher,", Bosher, 997773XX",550 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265772169
342 m2 3 Bedrooms Villa for Rent in Dhofar Taqah,", Taqah, 933884XX",60 OMR,342.0,For Rent,https://om.opensooq.com/en/search/265771705
Commercial Land for Rent in Al Batinah Suwaiq,", Suwaiq, 719889XX","1,000 OMR",,For Rent,https://om.opensooq.com/en/search/265713027
300 m2 3 Bedrooms Villa for Rent in Dhofar Taqah,", Taqah, 770510XX",120 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265770231
120 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,", Al Maabilah, 998182XX",220 OMR,120.0,For Rent,https://om.opensooq.com/en/search/265769451
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 972679XX",1 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265769925
OFFICE SPACE [AK-159],", Al Khuwair, 994629XX",350 OMR,1.0,For Rent,https://om.opensooq.com/en/search/265768661
Furnished Monthly in Muscat Al Khuwair,", Al Khuwair, 763423XX",40 OMR,,For Rent,https://om.opensooq.com/en/search/265710511
Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 721944XX",40 OMR,,For Rent,https://om.opensooq.com/en/search/265767829
Modern 2-Bedroom Townhouse with Private Backyard For Rent in Al Mouj,", Al Mouj, 905099XX",800 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265766775
Al Wuttayya Muscat-2BHK flat behind Wuttayya Mosque-3Bathroom-OMR 255 only!!,", Al-Wuttayah, 967189XX",165 OMR,110.0,For Rent,https://om.opensooq.com/en/search/265765363
Industrial Land for Rent in Al Batinah Sohar,", Sohar, 944169XX",350 OMR,,For Rent,https://om.opensooq.com/en/search/265763725
111111 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 994880XX",90 OMR,111111.0,For Rent,https://om.opensooq.com/en/search/265684131
Wuttayya Muscat-Spacious 3BHK flat Behind NBO bank near to Mazda Showroom-OMR 210 only!!,", Al-Wuttayah, 967189XX",210 OMR,150.0,For Rent,https://om.opensooq.com/en/search/265764195
COMMERCIAL SHOP [MH-99],", Muscat Hills, 994629XX",13 OMR,134.0,For Rent,https://om.opensooq.com/en/search/265763953
Furnished Monthly in Muscat Al Maabilah,", Al Maabilah, 722229XX",75 OMR,,For Rent,https://om.opensooq.com/en/search/265763807
بناية تجارية للإيجار/ commercial building for rent,", Ruwi, 992226XX","8,000 OMR",1000.0,For Rent,https://om.opensooq.com/en/search/265762689
75 m2 1 Bedroom Apartments for Rent in Muscat Ruwi,", Ruwi, 992226XX",150 OMR,75.0,For Rent,https://om.opensooq.com/en/search/265762239
600 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 960346XX",Chat,600.0,For Rent,https://om.opensooq.com/en/search/265762005
350 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,", Salala, 712155XX",65 OMR,350.0,For Rent,https://om.opensooq.com/en/search/265702361
Unfurnished Monthly in Muscat Al Khoud,", Al Khoud, 925011XX",150 OMR,,For Rent,https://om.opensooq.com/en/search/265760659
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 958854XX",10 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265754915
125 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,", Ghala, 994886XX",230 OMR,125.0,For Rent,https://om.opensooq.com/en/search/265445187
كرفان للايجار اليومي,", Nakhl, 939314XX",20 OMR,1.0,For Rent,https://om.opensooq.com/en/search/265759775
3 Bedrooms Chalet for Rent in Dhofar Salala,", Salala, 994536XX",150 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265700143
Furnished Monthly in Muscat Al Mawaleh,", Al Mawaleh, 942780XX",90 OMR,,For Rent,https://om.opensooq.com/en/search/265699365
250 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 958286XX",60 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265755395
600 m2 2 Bedrooms Villa for Rent in Al Batinah Barka,", Barka, 939971XX",150 OMR,600.0,For Rent,https://om.opensooq.com/en/search/265695427
6 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 936644XX",13 OMR,6.0,For Rent,https://om.opensooq.com/en/search/265753905
600 m2 3 Bedrooms Apartments for Rent in Al Batinah Sohar,", Sohar, 966555XX",120 OMR,600.0,For Rent,https://om.opensooq.com/en/search/265753725
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 769232XX",25 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265753299
industrial land for rent 430 forsale 65thousand 1500mtr in soharارض صناعية مسورة للإيجار390  صحار,", Sohar, 972106XX",390 OMR,,For Rent,https://om.opensooq.com/en/search/264784221
410 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,", Salala, 957444XX","150,000 OMR",410.0,For Rent,https://om.opensooq.com/en/search/265752423
100 m2 Studio Apartments for Rent in Dhofar Taqah,", Taqah, 946605XX",20 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265752279
Farm Land for Rent in Muscat Manumah,", Manumah, 911429XX","20,000 OMR",,For Rent,https://om.opensooq.com/en/search/265739767
73 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 923999XX",20 OMR,73.0,For Rent,https://om.opensooq.com/en/search/265746389
100 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 991710XX",1 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265034875
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 996948XX",35 OMR,200.0,For Rent,https://om.opensooq.com/en/search/265743853
300 m2 2 Bedrooms Villa for Rent in Al Batinah Sohar,", Sohar, 772662XX",200 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265743907
Commercial Units for rent at Almuneer Building in Alkhoud Commercial Street,", Al Khoud, 790076XX",180 OMR,24.0,For Rent,https://om.opensooq.com/en/search/265743163
400 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 940985XX",50 OMR,400.0,For Rent,https://om.opensooq.com/en/search/265741487
220 m2 4 Bedrooms Townhouse for Rent in Dhofar Taqah,", Taqah, 998009XX",50 OMR,220.0,For Rent,https://om.opensooq.com/en/search/265741353
Commercial Land for Rent in Al Batinah Al Masnaah,", Al Masnaah, 925571XX",1 OMR,,For Rent,https://om.opensooq.com/en/search/265169043
140 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 969999XX",35 OMR,140.0,For Rent,https://om.opensooq.com/en/search/265740865
1 Bedroom Chalet for Rent in Al Batinah Al Masnaah,", Al Masnaah, 919009XX",35 OMR,90.0,For Rent,https://om.opensooq.com/en/search/265740063
Furnished Daily in Dhofar Salala,", Salala, 929186XX",15 OMR,,For Rent,https://om.opensooq.com/en/search/265739495
10 m2 2 Bedrooms Apartments for Rent in Muscat Ghubrah,", Ghubrah, 966411XX",300 OMR,10.0,For Rent,https://om.opensooq.com/en/search/264074019
250 m2 3 Bedrooms Townhouse for Rent in Muscat Amerat,", Amerat, 911107XX",300 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265735961
250 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 949423XX",35 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265738335
145 m2 2 Bedrooms Apartments for Rent in Muscat Al Mouj,", Al Mouj, 933983XX","1,200 OMR",145.0,For Rent,https://om.opensooq.com/en/search/265737929
70 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 942452XX",25 OMR,70.0,For Rent,https://om.opensooq.com/en/search/265736383
157 m2 2 Bedrooms Apartments for Rent in Muscat Al Mouj,", Al Mouj, 933983XX","1,150 OMR",157.0,For Rent,https://om.opensooq.com/en/search/265736445
house for rent,", Barka, 922662XX",200 OMR,650.0,For Rent,https://om.opensooq.com/en/search/265735857
25 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 935722XX",23 OMR,25.0,For Rent,https://om.opensooq.com/en/search/265735737
Stunning 2-Bedroom Apartment for Rent and Sale in Al Mouj Muscat – Luxury Living by the Sea,", Al Mouj, 933983XX",700 OMR,131.0,For Rent,https://om.opensooq.com/en/search/265734983
212 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 945533XX",2 OMR,212.0,For Rent,https://om.opensooq.com/en/search/265734269
Furnished Daily in Dhofar Salala,", Salala, 977558XX",20 OMR,,For Rent,https://om.opensooq.com/en/search/265733593
Furnished Monthly in Muscat Al Mawaleh,", Al Mawaleh, 964269XX",140 OMR,,For Rent,https://om.opensooq.com/en/search/265732849
700 ft² 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 924463XX",40 OMR,,For Rent,https://om.opensooq.com/en/search/265732619
