Title,Location,Price,Size,Size_unit,Listing_Type
6 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,3 OMR,6.0,Sq. M.,For Rent
Residential Land for Rent in Dhofar Salala,Salala,85 OMR,140.0,Sq. M.,For Rent
90 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,Al Khoud,170 OMR,90.0,Sq. M.,For Rent
30 m2 1 Bedroom Apartments for Rent in Al Batinah Saham,Saham,135 OMR,30.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Khoud,Al Khoud,35 OMR,140.0,Sq. M.,For Rent
2000 m2 Studio Apartments for Rent in Al Batinah Sohar,Sohar,9 OMR,2000.0,Sq. M.,For Rent
مخزن تبريد وتجميد cold storages,Sohar,1 OMR,1200.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,100.0,Sq. M.,For Rent
Residential Land for Rent in Dhofar Salala,Salala,40 OMR,140.0,Sq. M.,For Rent
10000 m2 Studio Apartments for Rent in Dhofar Salala,Salala,30 OMR,10000.0,Sq. M.,For Rent
70 m2 Studio Apartments for Rent in Muscat Qurm,Qurm,350 OMR,70.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,25 OMR,140.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,18 OMR,140.0,Sq. M.,For Rent
Two-bedroom apartment for rent at Al Khuwair,Al Khuwair,200 OMR,85.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,100.0,Sq. M.,For Rent
100 m2 Studio Apartments for Rent in Dhofar Salala,Salala,22 OMR,100.0,Sq. M.,For Rent
For Rent: Modern 2-Bedroom Duplex Flat with Underground Parking – Azaiba  REF WT2127,Azaiba,350 OMR,100.0,Sq. M.,For Rent
For Rent: Large 5-Bedroom Villa with 7 Bathrooms & Shaded Parking – Al Mawaleh  REF WT2126,Al Mawaleh,500 OMR,300.0,Sq. M.,For Rent
300 m2 4 Bedrooms Townhouse for Rent in Muscat Amerat,Amerat,250 OMR,300.0,Sq. M.,For Rent
For Rent: Spacious 3-Bedroom Flat with 4 Bathrooms – Qurum  REF WT2125,Qurm,400 OMR,95.0,Sq. M.,For Rent
For Rent: Stylish 2+1 Bedroom Penthouse Flat with Underground Parking – Qurum  REF WT2124,Qurm,375 OMR,100.0,Sq. M.,For Rent
For Rent: Spacious 2-Bedroom Flat in Prime Location – Shati Al Qurum  REF WT2123,Qurm,500 OMR,95.0,Sq. M.,For Rent
For Rent: 1 & 2-Bedroom Flats in Prime Location – Mina Al Fahal  REF WT2122,Qurm,300 OMR,80.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Al Khuwair,Al Khuwair,120 OMR,140.0,Sq. M.,For Rent
For Rent: Spacious 5-Bedroom Penthouse – Mina Al Fahal  REF WT2121,Qurm,"1,000 OMR",220.0,Sq. M.,For Rent
room with attached bathroom for rent for 120,Azaiba,120 OMR,140.0,Sq. M.,For Rent
rent bed 3 _2.5 OMR and room 5 or 6 or 7  until 8 OMR for family and single. rent daily and montly,Ghubrah,3 OMR,140.0,Sq. M.,For Rent
For Rent: Furnished 4-Bedroom Villa  – Madinat As Sultan Qaboos  REF SS3001,Madinat As Sultan Qaboos,475 OMR,300.0,Sq. M.,For Rent
bed space available in ghubrah north,Ghubrah,20 OMR,140.0,Sq. M.,For Rent
2 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,Chat,2.0,Sq. M.,For Rent
150 m2 3 Bedrooms Townhouse for Rent in Al Batinah Saham,Saham,130 OMR,150.0,Sq. M.,For Rent
140 m2 3 Bedrooms Apartments for Rent in Muscat Amerat,Amerat,130 OMR,140.0,Sq. M.,For Rent
180 m2 5 Bedrooms Apartments for Rent in Dhofar Salala,Salala,50 OMR,180.0,Sq. M.,For Rent
Prime Commercial Space in Al Khoudh Souq! !مساحة تجارية مميزة في سوق الخوض,Al Khoud,"1,100 OMR",225.0,Sq. M.,For Rent
Prime shops in Al Morooj Mall,Salala,50 OMR,20.0,Sq. M.,For Rent
220 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,25 OMR,220.0,Sq. M.,For Rent
Furnished Daily in Muscat Al Khoud,Al Khoud,6 OMR,140.0,Sq. M.,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,23 OMR,600.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Sharqiya Masira,Masira,"2,500 OMR",300.0,Sq. M.,For Rent
150 m2 2 Bedrooms Apartments for Rent in Muscat Al Khuwair,Al Khuwair,300 OMR,150.0,Sq. M.,For Rent
108 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,25 OMR,108.0,Sq. M.,For Rent
600 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,Salala,"1,000 OMR",600.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,15 OMR,140.0,Sq. M.,For Rent
Flat for rent near Indian School Mabila,Al Maabilah,330 OMR,150.0,Sq. M.,For Rent
150 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,1 OMR,150.0,Sq. M.,For Rent
80 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,Al Khoud,300 OMR,80.0,Sq. M.,For Rent
shared room only for girls students and job holders,Sohar,80 OMR,140.0,Sq. M.,For Rent
1200 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,35 OMR,1200.0,Sq. M.,For Rent
200 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,50 OMR,200.0,Sq. M.,For Rent
420 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,Salala,"70,000 OMR",420.0,Sq. M.,For Rent
2000 m2 More than 6 bedrooms Villa for Rent in Muscat Al-Hail,Al-Hail,800 OMR,2000.0,Sq. M.,For Rent
بناية للايجار 36 شقه غرفتين ومجلس,Al-Hail,"9,000 OMR",2000.0,Sq. M.,For Rent
2000 m2 3 Bedrooms Villa for Rent in Muscat Ghala,Ghala,500 OMR,2000.0,Sq. M.,For Rent
300 m2 4 Bedrooms Villa for Rent in Muscat Bosher,Bosher,"1,200 OMR",300.0,Sq. M.,For Rent
500 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,Salala,150 OMR,500.0,Sq. M.,For Rent
20000 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,Ghala,250 OMR,20000.0,Sq. M.,For Rent
180 m2 3 Bedrooms Townhouse for Rent in Al Dakhiliya Manah,Manah,120 OMR,180.0,Sq. M.,For Rent
200 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,Sohar,200 OMR,200.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,13 OMR,140.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Jalan Bani buhassan,Jalan Bani buhassan,40 OMR,280.0,Sq. M.,For Rent
512 m2 5 Bedrooms Villa for Rent in Muscat Al Khoud,Al Khoud,400 OMR,512.0,Sq. M.,For Rent
محل للإيجار في موقع ممتاز,Ibri,100 OMR,24.0,Sq. M.,For Rent
200 m2 5 Bedrooms Villa for Rent in Dhofar Salala,Salala,100 OMR,200.0,Sq. M.,For Rent
350 m2 4 Bedrooms Villa for Rent in Muscat Seeb,Seeb,400 OMR,350.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,20 OMR,300.0,Sq. M.,For Rent
Room for rent and also have Bedspace near safeer mall Sohar Al tarif,Sohar,90 OMR,500.0,Sq. M.,For Rent
فرصتك لتكون في أهم شارع تجاري – 18 نوفمبر  Retail Opportunity in the Heart of Al Azaiba,Azaiba,900 OMR,90.0,Sq. M.,For Rent
Elegant 4-Bedroom Villa for Rent in South Al Mawaleh,Al Mawaleh,550 OMR,270.0,Sq. M.,For Rent
(#REF546) 2 BHK Apartments For Rent In Al Watayah,Al-Wuttayah,230 OMR,120.0,Sq. M.,For Rent
87 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,87.0,Sq. M.,For Rent
محلين ( تصلح كمكاتب ) للايجار في الانصب على الشارع السريع_  6 اشهر فترة سماح,Ansab,285 OMR,38.0,Sq. M.,For Rent
2+1 BEDROOM APARTMENT [AM-002],Al Mouj,700 OMR,1.0,Sq. M.,For Rent
160 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,160.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Maabilah,Al Maabilah,100 OMR,140.0,Sq. M.,For Rent
80 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Izki,Izki,60 OMR,80.0,Sq. M.,For Rent
600 m2 1 Bedroom Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,20 OMR,600.0,Sq. M.,For Rent
Furnished Daily in Muscat Al-Hail,Al-Hail,8 OMR,140.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Dhofar Salala,Salala,150 OMR,250.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,45 OMR,100.0,Sq. M.,For Rent
4 Bedrooms Chalet for Rent in Muscat Al Khoud,Al Khoud,40 OMR,450.0,Sq. M.,For Rent
Furnished Daily in Muscat Al-Sifah,Al-Sifah,25 OMR,140.0,Sq. M.,For Rent
150 m2 3 Bedrooms Apartments for Rent in Muscat Seeb,Seeb,200 OMR,150.0,Sq. M.,For Rent
Spacious 3 floor villa in MQ,Madinat As Sultan Qaboos,950 OMR,1111.0,Sq. M.,For Rent
MEDICAL CENTER [SA-001],Other,7 OMR,600.0,Sq. M.,For Rent
Room for rent,Al Khuwair,125 OMR,140.0,Sq. M.,For Rent
250 m2 4 Bedrooms Villa for Rent in Dhofar Salala,Salala,Chat,250.0,Sq. M.,For Rent
1 BHK apartment for rent in Al mouj,Al Mouj,500 OMR,108.0,Sq. M.,For Rent
300 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,30 OMR,300.0,Sq. M.,For Rent
12 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,12.0,Sq. M.,For Rent
Residential Land for Rent in Muscat Amerat,Amerat,"4,500 OMR",140.0,Sq. M.,For Rent
280 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,10 OMR,280.0,Sq. M.,For Rent
300 m2 4 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,25 OMR,300.0,Sq. M.,For Rent
Semi Furnished Monthly in Al Dakhiliya Nizwa,Nizwa,50 OMR,140.0,Sq. M.,For Rent
255 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,"40,000 OMR",255.0,Sq. M.,For Rent
Semi Furnished Monthly in Muscat Al Maabilah,Al Maabilah,80 OMR,140.0,Sq. M.,For Rent
3 Bedrooms Chalet for Rent in Dhofar Salala,Salala,180 OMR,225.0,Sq. M.,For Rent
125 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,200 OMR,125.0,Sq. M.,For Rent
200 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,200.0,Sq. M.,For Rent
1000 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,1000.0,Sq. M.,For Rent
320 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,Salala,"100,000 OMR",320.0,Sq. M.,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,Taqah,800 OMR,300.0,Sq. M.,For Rent
400 m2 5 Bedrooms Villa for Rent in Dhofar Salala,Salala,200 OMR,400.0,Sq. M.,For Rent
1000 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,15 OMR,1000.0,Sq. M.,For Rent
open Space Available for Rent – Ideal for Offices and Companies in a Prime Location in Ghala,Ghala,500 OMR,180.0,Sq. M.,For Rent
كشك للإيجار مرخص في صلالة,Salala,200 OMR,140.0,Sq. M.,For Rent
2000 m2 1 Bedroom Apartments for Rent in Al Dakhiliya Nizwa,Nizwa,10 OMR,2000.0,Sq. M.,For Rent
ROOM FOR RENT,Ghubrah,120 OMR,140.0,Sq. M.,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,Salala,180 OMR,400.0,Sq. M.,For Rent
111 m2 2 Bedrooms Apartments for Rent in Muscat Al Khuwair,Al Khuwair,350 OMR,111.0,Sq. M.,For Rent
للايجار محلات مميزه بمساحات متعدده ف مرتفعات غلا Shops for Rent different spaces,Ghala,500 OMR,71.0,Sq. M.,For Rent
270 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,Taqah,40 OMR,270.0,Sq. M.,For Rent
104 m2 2 Bedrooms Apartments for Rent in Muscat Ansab,Ansab,230 OMR,104.0,Sq. M.,For Rent
بيسمنت للايجار,Al-Hail,800 OMR,450.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Maabilah,Al Maabilah,120 OMR,140.0,Sq. M.,For Rent
1 Bedroom Chalet for Rent in Al Batinah Saham,Saham,300 OMR,4.0,Sq. M.,For Rent
More than 6 bedrooms Chalet for Rent in Al Batinah Barka,Barka,60 OMR,400.0,Sq. M.,For Rent
35 m2 Studio Apartments for Rent in Dhofar Salala,Salala,15 OMR,35.0,Sq. M.,For Rent
350 m2 4 Bedrooms Villa for Rent in Dhofar Salala,Salala,120 OMR,350.0,Sq. M.,For Rent
Apartments for rent in Ruwi and Wadi Kabir in excellent locations for families,Ruwi,185 OMR,90.0,Sq. M.,For Rent
600 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,600.0,Sq. M.,For Rent
"Shops for rent in Muttrah on a main street, a very distinguished location",Muttrah,150 OMR,14.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,35 OMR,140.0,Sq. M.,For Rent
90 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,Nizwa,100 OMR,90.0,Sq. M.,For Rent
600 m2 5 Bedrooms Apartments for Rent in Dhofar Salala,Salala,50 OMR,600.0,Sq. M.,For Rent
888 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,45 OMR,888.0,Sq. M.,For Rent
محل للايجار في سندان,Barka,180 OMR,60.0,Sq. M.,For Rent
1 Bedroom Chalet for Rent in Dhofar Salala,Salala,30 OMR,500.0,Sq. M.,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,45 OMR,200.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,180 OMR,100.0,Sq. M.,For Rent
280 m2 3 Bedrooms Townhouse for Rent in Muscat Amerat,Amerat,350 OMR,280.0,Sq. M.,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,18 OMR,90.0,Sq. M.,For Rent
محلات ومعارض للايجار سوق السيب /Shops and showrooms for rent in Seeb Market,Seeb,150 OMR,20.0,Sq. M.,For Rent
120 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,35 OMR,120.0,Sq. M.,For Rent
flat for rent,Salala,30 OMR,95.0,Sq. M.,For Rent
2 bedroom furnished appartment at Muscat Hills the Links شقة غرفتين,Muscat Hills,520 OMR,110.0,Sq. M.,For Rent
600 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,90 OMR,600.0,Sq. M.,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,120.0,Sq. M.,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,50 OMR,200.0,Sq. M.,For Rent
RENTED: Modern 2-Bedroom Flat with Gym & Pool Access – South Qurum  REF HO3012,Qurm,340 OMR,85.0,Sq. M.,For Rent
285 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,85 OMR,285.0,Sq. M.,For Rent
340 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,30 OMR,340.0,Sq. M.,For Rent
300 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,300.0,Sq. M.,For Rent
Fully Furnished 1BHK Apartment for Rent in Al Mouj Lagoon Residence,Al Mouj,550 OMR,90.0,Sq. M.,For Rent
Alkhuwer 33 fully furnished Apartment bathroom hall kitchen included all bills,Al Khuwair,250 OMR,60.0,Sq. M.,For Rent
Apartment for rent in Ghala,Ghala,250 OMR,1111.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,Chat,100.0,Sq. M.,For Rent
مكتب للايجار العذيبه/Office for rent in Al-AZAIBA,Azaiba,900 OMR,150.0,Sq. M.,For Rent
"فيلا للايجار الحيل سكني استخدام تجاري/Villa for rent in Al Hail, residential and commercial use",Al-Hail,"3,200 OMR",1380.0,Sq. M.,For Rent
70 m2 1 Bedroom Apartments for Rent in Muscat Al Mouj,Al Mouj,550 OMR,70.0,Sq. M.,For Rent
67096 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,45 OMR,67096.0,Sq. M.,For Rent
محلات للإيجار - العامرات - المحج - قريب من المنطقة السكنية,Amerat,100 OMR,25.0,Sq. M.,For Rent
110 m2 3 Bedrooms Apartments for Rent in Muscat Qurm,Qurm,500 OMR,110.0,Sq. M.,For Rent
175 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,25 OMR,175.0,Sq. M.,For Rent
100 m2 Studio Apartments for Rent in Al Dakhiliya Nizwa,Nizwa,200 OMR,100.0,Sq. M.,For Rent
140 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,140.0,Sq. M.,For Rent
SR-MA-822 Villa for rent in a compound in bousher .,Bosher,650 OMR,450.0,Sq. M.,For Rent
Furnished Daily in Muscat Al-Sifah,Al-Sifah,20 OMR,140.0,Sq. M.,For Rent
SR-AH-808 Attached villa in a complex in Alhail south .,Al-Hail,400 OMR,250.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Seeb,Seeb,95 OMR,140.0,Sq. M.,For Rent
222 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,Al Maabilah,10 OMR,222.0,Sq. M.,For Rent
SR-IB-697 Shops for rent in Almawaleh South .,Al Mawaleh,390 OMR,40.0,Sq. M.,For Rent
SR-SM-590 Attached villa in a compound in almawaleh south .,Al Mawaleh,650 OMR,300.0,Sq. M.,For Rent
Furnished Monthly in Muscat Bosher,Bosher,350 OMR,140.0,Sq. M.,For Rent
1bhk in elkwer rwasco opposite bank moscut  غرفتاه وصاله ف الخوير رواسكو مقابل بنك مسقط والخدمات,Al Khuwair,290 OMR,100.0,Sq. M.,For Rent
SR-MP-651 Office for rent in Almawaleh in a prime location.,Al Mawaleh,260 OMR,100.0,Sq. M.,For Rent
500 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,18 OMR,500.0,Sq. M.,For Rent
10 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,40 OMR,10.0,Sq. M.,For Rent
300 m2 Studio Apartments for Rent in Al Batinah Other,Other,50 OMR,300.0,Sq. M.,For Rent
Brand New Shop for Rent in Muscat Pavilion Mall - Muscat Hills / محل جديد للايجار في مسقط هيلز,Muscat Hills,700 OMR,47.0,Sq. M.,For Rent
3BHK Flat for rent in Qurum - شقة 3 غرف للايجار في القرم,Qurm,290 OMR,110.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Khuwair,Al Khuwair,120 OMR,140.0,Sq. M.,For Rent
"Luxury 2BHK in Tunes Building, Ruwi for Rent شقة للايجار في روي",Ruwi,250 OMR,110.0,Sq. M.,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,15 OMR,100.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Khuwair,Al Khuwair,180 OMR,140.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Khoud,Al Khoud,110 OMR,140.0,Sq. M.,For Rent
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,600.0,Sq. M.,For Rent
150 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,20 OMR,150.0,Sq. M.,For Rent
450 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,40 OMR,450.0,Sq. M.,For Rent
91 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,91.0,Sq. M.,For Rent
80 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,45 OMR,80.0,Sq. M.,For Rent
250 m2 4 Bedrooms Villa for Rent in Muscat Qurm,Qurm,700 OMR,250.0,Sq. M.,For Rent
معرض للايجار في شارع النزهة- Showroom for rent,Al Maabilah,10 OMR,600.0,Sq. M.,For Rent
300 m2 5 Bedrooms Villa for Rent in Muscat Seeb,Seeb,600 OMR,300.0,Sq. M.,For Rent
Misfah - WAREHOUSE Available DISCOUNTED Rate,Misfah,300 OMR,280.0,Sq. M.,For Rent
Spacious vila in MQ for rent,Madinat As Sultan Qaboos,750 OMR,1111.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Al Khoud,Al Khoud,75 OMR,140.0,Sq. M.,For Rent
250 m2 Studio Apartments for Rent in Dhofar Salala,Salala,10 OMR,250.0,Sq. M.,For Rent
600 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,Ghubrah,180 OMR,600.0,Sq. M.,For Rent
5 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,5.0,Sq. M.,For Rent
محل العنایة سيارات,Al Khoud,"2,100 OMR",55.0,Sq. M.,For Rent
150 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,Ja'alan Bani Bu Ali,20 OMR,150.0,Sq. M.,For Rent
1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,1.0,Sq. M.,For Rent
big room near mabeila south / غرفة واسعة بالقرب من المعبيلة الجنوبية,Al Maabilah,75 OMR,48.0,Sq. M.,For Rent
محل تجاري/صناعي للإيجار في مدينة سندان   / Commercial/Industrial Shop for Rent in Sana,Al Maabilah,100 OMR,60.0,Sq. M.,For Rent
44 m2 Studio Apartments for Rent in Muscat Halban,Halban,70 OMR,44.0,Sq. M.,For Rent
khareef khareefsalalah,Salala,70 OMR,600.0,Sq. M.,For Rent
70 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,400 OMR,70.0,Sq. M.,For Rent
50 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,Al Khuwair,160 OMR,50.0,Sq. M.,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,25 OMR,100.0,Sq. M.,For Rent
20 m2 Studio Apartments for Rent in Dhofar Salala,Salala,12 OMR,20.0,Sq. M.,For Rent
فله  ارضيه مفروشه ومستقله تتكون من ثلاث غرف ومجلس وصالتين و4 دورات مياه وغرفه ملابس ومطبخ,Salala,60 OMR,600.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Khoud,Al Khoud,100 OMR,140.0,Sq. M.,For Rent
Room for sharing,Wadi Al Kabir,35 OMR,140.0,Sq. M.,For Rent
ارض للإيجار في صور Fenced land for rent in Sur,Sur,400 OMR,800.0,Sq. M.,For Rent
10000 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,Al Maabilah,190 OMR,10000.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Mawaleh,Al Mawaleh,80 OMR,140.0,Sq. M.,For Rent
منزل للإجار اليومي في الاشخره,Other,20 OMR,999.0,Sq. M.,For Rent
140 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,65 OMR,140.0,Sq. M.,For Rent
102 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,30 OMR,102.0,Sq. M.,For Rent
50 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,Salala,1 OMR,50.0,Sq. M.,For Rent
280 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,1 OMR,280.0,Sq. M.,For Rent
300 m2 3 Bedrooms Villa for Rent in Dhofar Salala,Salala,125 OMR,300.0,Sq. M.,For Rent
55 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,Al Khoud,165 OMR,55.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Al Khoud,Al Khoud,90 OMR,140.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al-Hail,Al-Hail,65 OMR,140.0,Sq. M.,For Rent
Room for rent,Al Khuwair,80 OMR,40.0,Sq. M.,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,25 OMR,200.0,Sq. M.,For Rent
Furnished Daily in Al Dakhiliya Nizwa,Nizwa,8 OMR,140.0,Sq. M.,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Al Mudaibi,Al Mudaibi,100 OMR,250.0,Sq. M.,For Rent
Furnished Monthly in Muscat Al Khoud,Al Khoud,50 OMR,140.0,Sq. M.,For Rent
shared bed space available for Rent For only pakistan,Al Mawaleh,70 OMR,140.0,Sq. M.,For Rent
Brand New Building for Rent – Prime Location in Bousher عمارة جديدة للإيجار – موقع مميز في بوشر,Bosher,320 OMR,90.0,Sq. M.,For Rent
Fully Furnished 3BHK Apartment for Rent – Madinat Qaboos  شقة مفروشة بالكامل للإيجار – مدينة قابوس,Madinat As Sultan Qaboos,450 OMR,120.0,Sq. M.,For Rent
620 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,Salala,80 OMR,620.0,Sq. M.,For Rent
room for rent,Al Khuwair,100 OMR,140.0,Sq. M.,For Rent
150 m2 3 Bedrooms Apartments for Rent in Muscat Amerat,Amerat,1 OMR,150.0,Sq. M.,For Rent
98 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,Al Khoud,160 OMR,98.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,20 OMR,140.0,Sq. M.,For Rent
400 m2 3 Bedrooms Villa for Rent in Dhofar Salala,Salala,80 OMR,400.0,Sq. M.,For Rent
55 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,20 OMR,55.0,Sq. M.,For Rent
1 Bhk in al ghubra opposite Indian school Including bills,Ghubrah,215 OMR,65.0,Sq. M.,For Rent
Furnished Daily in Dhofar Salala,Salala,15 OMR,140.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Seeb,Seeb,110 OMR,140.0,Sq. M.,For Rent
190 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,Salala,1 OMR,190.0,Sq. M.,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Dhofar Other,Other,50 OMR,250.0,Sq. M.,For Rent
Unfurnished Monthly in Muscat Al Khoud,Al Khoud,110 OMR,140.0,Sq. M.,For Rent
500 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,Nizwa,15 OMR,500.0,Sq. M.,For Rent
7 m2 1 Bedroom Apartments for Rent in Dhofar Salala,Salala,230 OMR,7.0,Sq. M.,For Rent
محل تجاري في المعبيلة الصناعيه بلوك 1,Al Maabilah,300 OMR,47.0,Sq. M.,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Sohar,Sohar,40 OMR,600.0,Sq. M.,For Rent
